cohort_count,person_years,gender,age_group,calendar_year,incidence_rate,cohort_id,database_id
0,2326.006845,No matching concept,10-19,2018,0,135,-520511347
0,18465.09514,No matching concept,60-69,2009,0,135,-520511347
0,2275.685147,No matching concept,60-69,2012,0,135,-520511347
-5,2489.776865,No matching concept,70-79,2020,-2.0082120893190964,135,-520511347
-5,3119.756331,No matching concept,60-69,2021,-1.6026892710551246,135,-520511347
-5,1668.358658,No matching concept,70-79,2022,-2.9969575043257874,135,-520511347
0,1387.942505,No matching concept,10-19,2010,0,135,-520511347
-5,3291.742642,No matching concept,60-69,2016,-1.5189522826614705,135,-520511347
-5,2218.740589,No matching concept,40-49,2019,-2.253530685285534,135,-520511347
0,1425.620808,No matching concept,20-29,2012,0,135,-520511347
0,2496.895277,No matching concept,70-79,2019,0,135,-520511347
0,1435.460643,No matching concept,10-19,2011,0,135,-520511347
0,8888.205339,No matching concept,40-49,2008,0,135,-520511347
0,1695.104723,No matching concept,30-39,2015,0,135,-520511347
0,1857.837098,No matching concept,30-39,2021,0,135,-520511347
0,3123.342916,No matching concept,50-59,2013,0,135,-520511347
0,2337.607118,No matching concept,40-49,2016,0,135,-520511347
0,2014.965092,No matching concept,30-39,2020,0,135,-520511347
0,1644.495551,No matching concept,30-39,2013,0,135,-520511347
0,868.640657,No matching concept,60-69,2007,0,135,-520511347
0,3506.754278,No matching concept,60-69,2018,0,135,-520511347
-5,2656.109514,No matching concept,70-79,2017,-1.88245250191894,135,-520511347
0,531.003422,No matching concept,50-59,2007,0,135,-520511347
0,1773.94935,No matching concept,10-19,2021,0,135,-520511347
0,1189.36345,No matching concept,10-19,2022,0,135,-520511347
0,7519.578371,No matching concept,70-79,2011,0,135,-520511347
0,269.377139,No matching concept,50-59,2023,0,135,-520511347
0,325.043121,No matching concept,70-79,2023,0,135,-520511347
0,5430.228611,No matching concept,70-79,2012,0,135,-520511347
-5,3457.738535,No matching concept,50-59,2017,-1.4460318353712653,135,-520511347
0,2705.106092,No matching concept,60-69,2013,0,135,-520511347
0,201.062286,No matching concept,30-39,2023,0,135,-520511347
0,3319.66872,No matching concept,50-59,2015,0,135,-520511347
0,2773.505818,No matching concept,50-59,2012,0,135,-520511347
0,2227.635866,No matching concept,0-9,2014,0,135,-520511347
0,1476.613279,No matching concept,30-39,2012,0,135,-520511347
0,1636.832307,No matching concept,10-19,2012,0,135,-520511347
0,2301.092402,No matching concept,40-49,2018,0,135,-520511347
-5,2616.553046,No matching concept,50-59,2021,-1.9109110008847878,135,-520511347
0,3216.106776,No matching concept,50-59,2019,0,135,-520511347
0,2349.648186,No matching concept,40-49,2013,0,135,-520511347
0,2026.225873,No matching concept,10-19,2015,0,135,-520511347
-5,2393.801506,No matching concept,70-79,2016,-2.088727903072846,135,-520511347
0,1649.593429,No matching concept,0-9,2019,0,135,-520511347
0,2358.502396,No matching concept,10-19,2017,0,135,-520511347
-5,1209.103354,No matching concept,40-49,2022,-4.135295782166857,135,-520511347
0,1987.619439,No matching concept,0-9,2015,0,135,-520511347
0,206.8282,No matching concept,40-49,2023,0,135,-520511347
0,1864.91718,No matching concept,10-19,2013,0,135,-520511347
0,1925.043121,No matching concept,70-79,2014,0,135,-520511347
-5,3439.915127,No matching concept,50-59,2016,-1.4535242340006722,135,-520511347
0,9724.766598,No matching concept,10-19,2009,0,135,-520511347
0,2397.38809,No matching concept,70-79,2018,0,135,-520511347
0,2016.99384,No matching concept,10-19,2020,0,135,-520511347
0,691.367556,No matching concept,80-89,2020,0,135,-520511347
0,219.468857,No matching concept,20-29,2023,0,135,-520511347
0,2285.659138,No matching concept,40-49,2015,0,135,-520511347
0,2201.683778,No matching concept,0-9,2010,0,135,-520511347
0,11293.697467,No matching concept,70-79,2008,0,135,-520511347
0,1906.225873,No matching concept,0-9,2016,0,135,-520511347
0,14505.667351,No matching concept,20-29,2009,0,135,-520511347
0,16371.457906,No matching concept,30-39,2009,0,135,-520511347
-5,1680.813142,No matching concept,50-59,2022,-2.9747506579169762,135,-520511347
0,2108.342231,No matching concept,20-29,2021,0,135,-520511347
0,1874.028747,No matching concept,20-29,2016,0,135,-520511347
5,3427.564682,No matching concept,60-69,2020,1.4587616759671116,135,-520511347
0,967.759069,No matching concept,0-9,2022,0,135,-520511347
0,2099.86037,No matching concept,40-49,2020,0,135,-520511347
0,1151.559206,No matching concept,30-39,2022,0,135,-520511347
0,2001.13347,No matching concept,60-69,2011,0,135,-520511347
0,1746.49692,No matching concept,30-39,2016,0,135,-520511347
0,2154.631075,No matching concept,40-49,2012,0,135,-520511347
0,2240.068446,No matching concept,70-79,2015,0,135,-520511347
0,3038.176591,No matching concept,60-69,2015,0,135,-520511347
0,615.674196,No matching concept,80-89,2019,0,135,-520511347
0,1748.720055,No matching concept,20-29,2015,0,135,-520511347
-5,2220.887064,No matching concept,60-69,2022,-2.251352660407049,135,-520511347
0,12463.526352,No matching concept,0-9,2009,0,135,-520511347
