ancestor_concept_id,descendant_concept_id,min_levels_of_separation,max_levels_of_separation
4032254,4147613,2,2
4002365,42894623,5,6
4032254,2786050,2,2
4012185,42894632,5,8
4002365,44511268,7,8
4012185,44809812,5,6
4002365,42894629,5,6
4032254,2313877,2,3
4002365,42894622,5,6
4012185,42894623,5,8
4002365,2725474,5,6
4023995,3661502,9,10
4042673,42894478,5,5
4042641,2786044,4,5
4042673,4225363,3,4
4042673,2787573,4,4
4042673,2725906,5,5
4042150,4264286,4,5
4042673,42894607,5,5
4042673,42894701,5,5
4042673,2788621,4,4
4054559,2725474,3,6
4042673,42894677,5,5
4054559,42894623,4,6
4042673,42894588,5,5
4042641,4330376,4,4
4043174,2725955,4,4
4042673,4234778,4,4
4042673,2786050,3,3
4043174,44511268,4,6
4054559,42894632,4,6
4042673,4330376,3,3
4054559,2725897,4,6
4042641,4006788,6,9
4042641,2725899,4,9
4054559,42894478,4,6
4042673,42894629,5,5
4042641,42894677,4,9
4042673,2725899,5,5
4042673,42894605,5,5
4043174,2725949,4,4
4042673,2313877,3,4
4042641,2785856,4,7
4115390,3661520,8,9
4054559,42894629,4,6
4043174,2725899,4,4
4042641,2788621,4,6
4043174,2725474,4,4
4042673,2725897,5,5
4043174,2725897,4,4
4042673,2725939,5,5
4042641,2725906,4,9
4042641,2786050,4,4
4042641,2787573,5,7
4054559,42894687,4,6
4035779,2110333,1,2
4042673,2313873,3,4
4042673,4202441,3,3
4043174,42894713,4,4
4054559,4006788,4,6
4115390,45766075,7,8
4042641,44511268,6,11
4043174,4283892,1,1
4081578,43533353,2,2
4054559,2725949,4,6
4042641,4179324,4,4
4042641,42894687,4,9
4042641,42894632,4,9
4042673,4283892,2,2
4042673,44511268,5,7
4115390,45766076,8,9
4042641,42894622,4,9
4054559,42894607,3,6
4042641,42894713,4,9
4043174,42894605,4,4
4081578,4264286,1,1
4042673,2786044,3,4
4042641,2725897,4,9
4042673,2785856,3,3
4054559,2725939,4,6
4042673,42894632,5,5
4115390,35611570,6,8
4042673,2725969,5,5
4042673,2786052,3,4
4043174,42894687,4,4
4042641,4147613,4,4
4054559,42894713,4,6
4042641,2786052,4,5
4042641,2725969,4,9
4042641,4283892,3,6
4054559,43527909,4,6
4042641,42894701,4,9
4042673,4006788,5,5
4042673,42894622,5,5
4042673,2725474,5,5
4042641,2725939,4,9
4042641,2787593,5,5
4042673,2313942,2,4
4054559,2725955,3,6
4043174,42894701,4,4
4042641,4202441,4,4
4115390,3661502,9,10
4042673,4147613,3,3
4042641,2313877,4,5
4042673,2787593,4,4
4042641,4225363,4,5
4043174,43527909,1,4
4042673,2725955,5,5
4043174,42894607,4,4
4042673,44809812,3,6
4042641,42894629,4,9
4042641,2786425,4,7
4082383,4228481,2,2
4043174,42894677,4,4
4043174,2785856,2,2
4042641,42894623,4,9
4054559,2725899,4,6
4043174,2725939,4,4
4043174,42894600,4,4
4043174,42894632,4,4
4042673,42894713,5,5
4042673,42894600,5,5
4042673,2725949,5,5
4054559,2725969,4,6
4042641,44809812,4,7
4042673,4264286,4,4
4042641,2725949,4,9
4042673,2786058,3,3
4054559,42894622,4,6
4042673,2786425,4,4
4043174,42894629,4,4
4042673,42894687,5,5
4043174,2725906,4,4
4042641,2725474,4,9
4042641,42894605,4,9
4115390,45766151,7,9
4042673,4179324,3,3
4042641,2313942,3,5
4043174,42894622,4,4
4042673,43527909,2,5
4042673,42894623,5,5
4054559,42894600,3,6
4042641,2725955,4,9
4043174,4006788,4,4
4042673,4199054,4,4
4085710,2514569,1,2
4042641,42894607,4,9
4054559,2725906,3,6
4085710,2514570,1,2
4042641,4234778,5,5
4043174,42894588,4,4
4043174,4264286,3,3
4042641,43527909,3,9
4054559,42894701,3,6
4042641,42894588,4,9
4042641,42894478,4,9
4042150,43533353,5,6
4054559,42894605,3,6
4043174,42894478,4,4
4042641,4264286,5,8
4042641,2313873,4,5
4043174,42894623,4,4
4054559,42894588,4,6
4054559,42894677,4,6
4043174,2725969,4,4
4054559,44511268,6,8
4042641,4199054,5,5
4042641,2786058,4,4
4042641,42894600,4,9
4176642,2786052,5,6
4176642,44809812,4,4
4156229,35614204,8,10
4156229,35614220,8,10
4150246,35614223,4,4
4180653,2786044,3,4
4150246,45758408,3,3
4133838,2514407,2,3
4128596,2110333,1,2
4176642,43533353,5,7
4156229,45758408,5,9
4150246,35614208,4,4
4176642,2786044,5,6
4156229,35607668,9,11
4150246,35614212,4,4
4156229,3661699,5,6
4150246,35614204,4,4
4176642,42894677,3,3
4151779,2514405,0,1
4156229,35614229,9,11
4156229,35614218,8,10
4150246,36714929,3,3
4124406,2785856,2,2
4176642,2110333,4,5
4156054,2788621,1,3
4156229,35614251,9,11
4150246,35614218,4,4
4150246,35614252,5,5
4156229,35614223,8,10
4156229,35614207,8,10
4156229,4131681,4,5
4150246,35614229,5,5
4156229,35614212,8,10
4156229,35614208,8,10
4150246,35607668,5,5
4180653,2786052,3,4
4131681,3661699,1,1
4156229,35614235,9,11
4150246,35614207,4,4
4176642,2725939,3,3
4150246,35614220,4,4
4150246,35614206,4,4
4156054,2786425,1,4
4150246,35614251,5,5
4156229,35614206,8,10
4150246,35614235,5,5
4157120,4165145,1,1
4156229,36714929,7,9
4176642,42894713,3,3
4156229,35614252,9,11
4133838,2514570,2,3
4204822,4140136,5,5
4249161,44809812,3,4
4296373,42894701,4,5
4296373,2725939,4,5
4296373,4006788,4,5
4299609,2110333,2,3
4296373,42894623,4,5
4296373,2725899,4,5
4296373,42894677,4,5
4296373,4264286,3,3
4296373,42894605,4,5
4296373,42894600,4,5
4279903,43533353,4,4
4296373,42894713,4,5
4296373,2725969,4,5
4296373,42894632,4,5
4296373,42894687,4,5
4296373,44511268,6,7
4296373,43533353,4,4
4283892,43527909,0,0
4296373,42894622,4,5
4296373,2725897,4,5
4296373,2725906,4,5
4296373,43527909,4,5
4283892,44511268,3,3
4296373,2725474,4,5
4296373,42894588,4,5
4296373,2725949,4,5
4296373,2725955,4,5
4296373,42894478,4,5
4296373,42894629,4,5
4279903,4264286,3,3
4296373,42894607,4,5
35614223,35614252,1,1
134057,604427,7,8
440142,604427,7,8
36714929,35614204,1,1
36714929,35614208,1,1
36714929,35607668,2,2
36714929,35614229,2,2
36714929,35614220,1,1
36714929,35614206,1,1
36714929,35614218,1,1
36714929,35614223,1,1
36714929,35614251,2,2
36714929,35614207,1,1
36714929,35614252,2,2
36714929,35614235,2,2
36714929,35614212,1,1
37204303,43533353,4,6
40482735,40483101,2,2
43530876,35611570,4,4
43530876,45766076,5,5
43530876,3661502,6,6
43530876,3661520,5,5
43530876,45766151,5,5
43530876,45766075,4,4
45771322,45766151,1,1
2725895,42894593,4,4
2725895,42894481,4,4
2826344,2786049,2,2
2725895,42894689,4,4
2826344,2786051,2,2
2725895,42894601,4,4
2725895,42894715,4,4
2725895,2725481,4,4
2725895,2725902,4,4
2725895,2725483,4,4
2725895,2725936,4,4
2725895,42894615,4,4
2725895,42894673,4,4
2725895,42894688,4,4
2725895,2725477,4,4
2725895,2725907,4,4
2725895,2725944,4,4
2725895,42894587,4,4
2725895,42894666,4,4
2725895,2725962,4,4
2725895,42894630,4,4
2725895,2725946,4,4
2725895,2725959,4,4
2725895,42894716,4,4
2725895,2725482,4,4
2725895,2725963,4,4
2725895,42894591,4,4
2822652,2725477,1,1
2725895,2725484,4,4
3044933,3020838,1,1
2846721,2788411,1,1
2887794,2725965,1,1
2867939,2786046,2,2
2873293,2788627,2,2
4001709,43527997,1,1
4025033,3661530,4,4
4019824,2313872,0,1
4001709,4337739,2,2
4019824,2313875,0,1
4050128,44511269,4,4
4082510,2786407,4,4
4049890,4216356,3,3
4050128,2725469,2,2
4077953,2213538,4,4
4084843,46284065,1,1
4082510,2787597,2,2
4050128,42894615,2,2
4050128,2725482,2,2
4042491,2110925,4,6
4050128,42894618,2,2
4090698,2313872,1,2
4050128,42894601,2,2
4084843,46284977,1,1
4042836,4335161,6,6
4042518,2108838,3,3
4050128,43527998,2,2
4050128,2725921,2,2
4050128,2725466,2,2
4050128,2725965,2,2
4050128,42894593,2,2
4050128,2725480,2,2
4050128,43527997,2,2
4050128,2725907,2,2
4050128,42894673,2,2
4101796,4335161,6,6
4050128,2725477,2,2
4050128,2725483,2,2
4050128,43527995,2,2
4090698,4211674,1,1
4050128,42894481,2,2
4050128,4031850,2,2
4043017,2108838,4,5
4050128,42894666,2,2
4042504,4161531,5,8
4050128,2725923,2,2
4050128,42894715,2,2
4050128,3188421,2,2
4050128,42894591,2,2
4050128,42894716,2,2
4042642,2106382,3,5
4050128,2725484,2,2
4050128,4184832,1,1
4050128,42894587,2,2
4050128,2725946,2,2
4084843,44804429,1,1
4050128,4216356,3,4
4034302,2514572,3,4
4041284,4173614,3,3
4050128,2725927,2,2
4050128,44511272,3,3
4050128,45770795,3,3
4083108,2786407,3,3
4050128,2725959,2,2
4034302,2108681,3,4
4050128,2725926,2,2
4090698,2313869,1,2
4050128,2725902,2,2
4040552,2788411,4,4
4050128,2725944,2,2
4041284,4175026,3,3
4050128,42894690,2,2
4050128,42894630,2,2
4050128,42894688,2,2
4077953,2213532,3,3
4050128,2725481,2,2
4034302,2108682,3,4
4050128,2725962,2,2
4050128,4225903,3,3
4050128,2725963,2,2
4050128,42894689,2,2
4050128,42894674,2,2
4050128,2725936,2,2
4050128,42894706,2,2
4050128,45769224,2,2
4155793,2313872,3,6
4155793,2106382,3,7
4155793,4250325,4,5
4155793,2722250,4,5
4155793,2788627,4,6
4155793,2616265,5,6
4160360,2110925,5,8
4155793,2786056,4,6
4155793,2787575,5,7
4155793,36717088,5,6
4155793,2313869,3,6
4162054,2787195,3,3
4155793,2786046,4,5
4155793,2786066,4,5
4155793,4307818,4,5
4132623,2787195,3,3
4124407,2787597,2,2
4155793,40491498,5,6
4155793,4196155,4,5
4157005,4189164,3,3
4155793,2787597,3,6
4155793,43021737,5,6
4155793,2788411,5,8
4162054,2787196,1,1
4132623,2787196,3,3
4161058,2110925,3,5
4155793,3654311,4,5
4155793,2786407,5,7
4155793,2313875,4,6
4162054,4216356,4,4
4155793,2786051,4,5
4148418,4052488,1,1
4155793,4334807,3,5
4155793,2786049,5,6
4206588,2787195,5,5
4241575,2110925,0,1
4230681,4161531,4,4
4208466,4225958,3,3
4231363,4225958,4,4
4184592,2788411,3,3
4294168,42894673,1,1
4294168,2725963,1,1
4294168,2725936,1,1
4294168,42894716,1,1
4294168,2725480,1,1
4277913,2786407,3,3
4294168,2725477,1,1
4294168,2725484,1,1
4294168,2725965,1,1
4302076,43533247,5,5
4294168,2725483,1,1
4294168,42894615,1,1
4268558,4074892,3,3
4294168,2725481,1,1
4294168,2725482,1,1
4294168,42894715,1,1
4294168,2725962,1,1
4294168,42894666,1,1
4294168,42894618,1,1
4302076,43531440,4,4
4294168,42894674,1,1
4324523,4216356,5,6
4324523,42894630,4,4
4324523,44511272,5,6
4324523,42894481,3,4
4324523,2725965,2,4
4324523,2725484,2,4
4324523,42894715,2,4
4324523,42894615,2,4
4324523,43527998,4,4
4324523,2725927,4,4
4324523,43527997,4,4
4324523,2725482,2,4
4324523,2725902,4,4
4324523,42894618,2,4
4324523,2725469,3,4
4324523,2725944,4,4
4324523,2725926,4,4
4324523,44511269,6,7
4324523,2725480,2,4
4339620,2108838,2,2
4324523,2725466,4,4
4324523,4031850,4,4
4324523,45769224,4,5
4324523,3188421,4,5
4324523,4225903,5,5
4324523,42894673,2,4
4324523,2725923,4,4
4324523,42894591,4,4
4324523,2725481,2,4
4324523,2725907,3,4
4324523,42894674,2,4
4324523,42894587,4,4
4324523,2725936,2,4
4353828,4225958,3,3
4324523,2725477,2,4
4324523,42894688,4,4
4324523,4184832,3,3
4324523,2725962,2,4
4324523,45770795,5,6
4324523,42894601,3,4
4324523,42894706,3,4
4324523,2725959,3,4
4324523,42894690,4,4
4324523,42894689,4,4
4324523,2725921,4,4
4324523,42894593,4,4
4324523,2725963,2,4
4324523,42894716,2,4
4324523,42894666,2,4
4324523,2725946,4,4
4324523,43527995,4,4
4324523,2725483,2,4
36714147,2106382,3,4
619193,4161531,5,5
37017419,2725477,2,2
37017419,42894630,2,2
37017419,2725944,2,2
37017419,2725962,2,2
37017419,2725923,2,2
37017419,42894688,2,2
37017419,42894666,2,2
37017419,42894716,2,2
37017419,2725484,2,2
37017419,3188421,2,2
37017419,2725480,2,2
37017419,2725483,2,2
37017419,42894601,2,2
37017419,42894587,2,2
37017419,2725902,2,2
37017419,45769224,2,2
37017419,4184832,1,1
37017419,4031850,2,2
37017419,4225903,3,3
37017419,42894690,2,2
37017419,2725926,2,2
37017419,43527998,2,2
37017419,43527995,2,2
37017419,42894481,2,2
37017419,42894591,2,2
37017419,42894674,2,2
37017419,2725466,2,2
37017419,2725963,2,2
37017419,42894689,2,2
37017419,2725959,2,2
37017419,4216356,4,4
37017419,2725921,2,2
37017419,42894706,2,2
37017419,44511269,4,4
37017419,43527997,2,2
37017419,2725482,2,2
37017419,2725469,2,2
37069277,40765071,3,4
37017419,44511272,3,3
37017419,42894673,2,2
37017419,2725946,2,2
37017419,42894715,2,2
37017419,45770795,3,3
37017419,2725907,2,2
37017419,2725481,2,2
37017419,42894618,2,2
37017419,2725927,2,2
37017419,2725936,2,2
37017419,42894593,2,2
37017419,42894615,2,2
37017419,2725965,2,2
37311324,2106382,1,2
38004207,8883,1,1
38004353,8850,1,1
38004353,8668,1,1
40652442,1002132,2,2
40482397,4334807,1,1
40482397,2786056,2,2
40480925,2787597,2,3
40480925,2106382,2,5
42870468,3021690,1,1
43019770,42894618,1,1
43018986,42894601,1,1
45768091,35614211,4,4
45768091,45763528,3,3
45768091,45772472,2,2
45768091,35614201,4,4
45768091,35614255,5,5
45768091,35614245,5,5
45768091,35614233,5,5
45768091,35614256,5,5
45768091,35614232,5,5
45887874,43527997,2,2
45890180,2110925,1,1
45889556,2313872,4,4
45889556,43527998,5,5
45887874,43527995,2,2
45889556,43527995,5,5
45889556,2313875,4,4
45889556,43527997,5,5
45889556,2313869,3,3
45889753,2106382,1,1
45887874,43527998,2,2
45888353,2108838,4,4
4077953,2618117,3,3
4077953,2618116,3,3
4082510,2787575,2,2
4155793,4161531,5,10
4155793,43531440,5,7
4120835,4161531,4,4
4155793,4333470,7,11
4155793,43533247,6,8
4145310,4333470,6,6
4300757,2106382,2,4
4346058,4333470,6,7
4346058,4161531,7,7
4346058,43533247,5,5
4346058,43531440,4,4
40485986,43531440,3,3
40485986,4161531,5,5
40485986,43533247,4,4
40485986,4333470,4,5
46271897,4333470,2,2
255919,4335161,8,8
376106,4335161,6,6
432586,4335161,3,5
2785848,2786056,4,4
2827987,2725944,3,3
2827987,2725962,3,3
2827987,2725965,3,3
2785848,2786051,4,4
2806379,2786049,5,5
2806379,2786046,5,5
2785848,2786046,4,4
2806379,2786066,5,5
2827987,42894615,3,3
2822646,2725902,1,1
2785848,2786049,4,4
2827987,42894593,3,3
2827987,2725946,3,3
2806379,2786051,5,5
2785848,2786066,4,4
2827987,42894587,3,3
2814025,2787597,3,3
2806379,2786056,5,5
2785955,2787195,4,4
2827987,2725963,3,3
2827987,42894601,3,3
2785955,2787196,4,4
2827987,2725959,3,3
2827987,42894618,3,3
2827987,42894591,3,3
2848317,42894689,2,2
2848317,2725927,2,2
2868110,2788411,5,5
2848317,2725926,2,2
2879947,2725480,3,3
2887791,2725902,2,2
2861521,2725936,2,2
2879947,42894630,3,3
2879947,2725482,3,3
2879947,2725483,3,3
2879947,2725484,3,3
2848317,2725921,2,2
2879947,42894666,3,3
2879947,2725477,3,3
2872469,2787196,3,3
2879947,2725481,3,3
2879947,2725469,3,3
2848317,42894688,2,2
2879947,2725466,3,3
2872469,2787195,3,3
2879946,2725962,1,1
2861521,42894716,2,2
2861521,42894715,2,2
2848317,2725923,2,2
2879946,2725963,1,1
2848317,42894690,2,2
2867940,2786056,1,1
2868110,2788627,5,5
4004041,42894706,4,5
4004041,2725483,4,5
4004041,4184832,3,4
4025034,35614256,8,8
4004041,2725482,4,5
4027255,3661643,6,6
4025034,35614255,8,8
4004041,2725936,4,5
4028367,3661645,6,6
4004041,44511269,6,7
4004041,4216356,6,7
4004041,2725477,4,5
4004041,45769224,4,5
4004041,3188421,4,5
4004041,42894618,4,5
4004041,42894593,4,5
4004041,4031850,4,5
4004041,2725944,4,5
4004041,42894673,4,5
4004041,2725480,4,5
4004041,42894630,4,5
4025034,35614233,8,8
4004041,42894601,4,5
4004041,2725963,4,5
4004041,42894689,4,5
4004041,43527998,4,5
4027255,4225958,2,2
4004041,42894587,4,5
4025034,45772472,5,5
4004041,2725481,4,5
4028367,3661641,6,6
4004041,43527997,4,5
4004041,42894716,4,5
4004041,2725927,4,5
4004041,43527995,4,5
4004041,42894715,4,5
4013008,2787195,1,1
4027255,3661641,6,6
4004041,2725926,4,5
4004041,2725466,4,5
4004041,44511272,5,6
4004041,45770795,5,6
4025034,35614201,7,7
4004041,2725921,4,5
4004041,2725469,4,5
4004041,2725959,4,5
4004041,42894690,4,5
4004041,2725484,4,5
4004041,2725923,4,5
4004041,42894591,4,5
4028367,4270024,4,4
4004041,2725902,4,5
4028367,3661643,6,6
4025034,35614245,8,8
4004041,42894688,4,5
4004041,42894615,4,5
4025034,45763528,6,6
4004041,2725946,4,5
4004041,42894666,4,5
4004041,42894481,4,5
4004041,2725962,4,5
4004041,2725965,4,5
4021930,2787195,3,3
4004041,4225903,5,6
4027255,4270024,4,4
4027255,3661645,6,6
4025034,35614232,8,8
4004041,42894674,4,5
4004041,2725907,4,5
4025034,35614211,7,7
4043176,2725946,5,6
4043176,45770795,5,7
4043176,2725466,5,6
4085443,2788411,1,1
4043161,2110925,4,5
4043161,2725483,6,9
4043176,2725481,5,6
4043176,4216356,4,8
4043161,2725944,4,9
4069740,42894630,1,1
4069740,2725927,1,1
4043176,2725927,5,6
4069740,42894593,1,1
4043161,42894481,4,9
4043161,4216356,4,11
4043161,2725963,4,9
4044875,2787575,3,4
4043161,2725923,4,9
4082240,2787195,2,2
4043161,42894715,4,9
4043161,2725902,6,9
4043176,42894689,5,6
4069740,2725946,1,1
4043161,2725921,4,9
4043176,42894673,5,6
4069740,42894690,1,1
4043161,42894601,4,9
4043176,42894706,5,6
4043176,2725923,5,6
4043176,43527997,3,6
4043161,4329263,5,7
4043161,42894666,4,9
4043176,42894587,5,6
4043161,2786049,5,5
4043161,3188421,6,9
4069740,4031850,2,2
4043176,2725482,5,6
4069740,2725923,1,1
4043176,44511272,5,7
4069740,2725921,1,1
4069740,42894689,1,1
4044875,2787597,2,3
4043161,43527997,4,9
4043176,2725965,5,6
4043176,2725480,5,6
4043161,2725926,6,9
4043161,42894706,4,9
4082264,2514572,2,3
4043176,2725926,5,6
4069740,2725902,1,1
4044347,2786407,2,2
4043161,4031850,6,9
4043161,4184832,5,8
4043161,2725480,4,9
4043161,2788411,5,8
4043176,2788627,3,3
4043176,2725921,5,6
4043176,2787195,5,5
4043161,2725484,6,9
4043161,43527998,4,9
4044875,2788411,4,4
4043161,42894673,4,9
4043176,4329263,4,4
4043176,42894690,5,6
4043161,2725927,6,9
4044875,2788627,2,2
4043161,42894587,4,9
4043176,2725959,5,6
4043176,42894666,5,6
4043176,2725477,5,6
4043176,42894593,5,6
4043161,42894591,4,9
4043161,2725936,4,9
4043161,42894630,4,9
4043161,2786407,5,6
4043161,42894615,4,9
4043161,44511272,6,10
4043176,42894688,5,6
4043176,42894618,5,6
4043176,45769224,5,6
4043176,42894630,5,6
4043176,2725963,5,6
4043161,4337739,5,8
4043176,3188421,5,6
4043176,2725944,5,6
4069740,2725466,1,1
4082264,2108681,2,3
4042650,4161531,4,7
4043176,42894715,5,6
4043161,2725959,6,9
4043161,2725962,4,9
4043176,2788411,5,5
4043161,42894618,4,9
4043176,2787196,5,5
4043161,2787195,8,8
4043161,42894716,4,9
4043176,4184832,4,5
4069740,2725926,1,1
4069740,42894591,1,1
4043161,2725907,4,9
4043161,2725946,4,9
4082525,2786407,2,2
4043161,2001500,5,7
4043176,43527998,3,6
4043161,43527995,6,9
4043161,2725481,4,9
4043161,2725482,4,9
4043161,45769224,6,9
4043161,2787575,5,7
4043176,42894591,5,6
4043176,4225903,6,7
4069740,42894587,1,1
4043161,42894593,4,9
4043176,42894716,5,6
4043161,2725466,4,9
4043176,4337739,4,5
4043161,42894690,4,9
4043161,42894688,4,9
4082264,2108682,2,3
4069740,42894688,1,1
4043176,2725907,5,6
4043176,44511269,6,8
4043161,45770795,6,10
4043161,2788627,5,6
4043161,2787196,3,8
4043176,42894674,5,6
4069740,2725944,1,1
4043161,2725477,4,9
4043176,2725483,5,6
4043161,42894689,4,9
4043161,4225903,7,10
4043161,2725469,4,9
4043176,2725484,5,6
4043176,2725936,5,6
4043176,2001500,3,4
4094240,4031850,1,1
4043176,2725902,5,6
4043161,42894674,4,9
4043176,2725469,5,6
4043176,2725962,5,6
4043176,42894481,5,6
4043161,2787597,5,6
4043161,44511269,7,11
4043176,42894615,5,6
4043176,4031850,5,6
4043161,2725965,4,9
4043176,42894601,5,6
4043176,43527995,5,6
4125501,2106382,2,3
4117134,3661643,6,7
4159949,4184832,5,7
4159949,2725484,6,8
4159949,2725965,6,8
4159949,2725927,6,8
4159949,42894481,5,8
4132088,4270024,3,3
4159949,42894715,6,8
4159949,43527998,6,8
4117134,3661641,6,7
4159949,42894690,6,8
4159949,2725482,6,8
4159949,42894591,6,8
4159949,2110925,3,4
4159949,2725962,6,8
4159949,3188421,6,8
4159949,43527995,6,8
4159949,42894673,6,8
4117134,3661645,6,7
4159949,2725481,6,8
4159949,42894601,5,8
4159949,45769224,6,8
4159949,42894666,6,8
4159949,42894706,5,8
4159949,2725959,5,8
4159949,2725946,6,8
4159949,42894615,6,8
4132088,3661643,5,5
4171443,2787575,1,1
4159949,42894630,6,8
4159949,42894587,6,8
4159949,42894688,6,8
4159949,45770795,7,9
4159949,2725907,5,8
4159949,2725466,6,8
4159949,2725944,6,8
4159949,42894674,6,8
4159949,42894618,6,8
4159949,44511269,8,10
4159949,2725963,6,8
4159949,42894716,6,8
4159949,4337739,4,5
4159949,2725483,6,8
4159949,2725480,6,8
4132088,3661641,5,5
4180004,2106382,3,4
4159949,2725923,6,8
4159949,42894593,6,8
4159949,2725921,6,8
4159949,2725477,6,8
4124394,2106382,1,2
4159949,2001500,4,4
4159949,2725926,6,8
4132088,3661645,5,5
4159949,4216356,4,10
4159949,43527997,3,8
4159949,2725902,6,8
4159949,42894689,6,8
4159949,2725936,6,8
4159949,4031850,6,8
4148981,4306818,1,1
4159949,44511272,7,9
4159949,2725469,5,8
4159949,4225903,7,9
4181192,4216356,4,4
4233946,2110925,5,8
4205536,2106382,3,4
4239975,4270024,3,3
4239975,3661643,5,5
4258232,3661530,2,2
4239975,3661645,5,5
4237320,2313872,1,2
4192676,40483126,1,1
4239975,3661641,5,5
4237320,44803621,3,3
4223622,3661530,4,4
4306152,4333470,3,3
4296597,2786056,2,2
4304358,2786056,4,5
4304358,2787196,4,4
4276939,2787597,2,2
4304549,4161531,4,4
4276939,2787575,3,3
4296597,2786049,2,2
4284964,43527997,1,1
4284964,4337739,2,2
4304358,2786049,4,5
4294508,2110925,1,2
4329847,3661643,4,4
4329847,4270024,2,2
4329847,3661641,4,4
4328205,2110925,3,5
4329847,3661645,4,4
4333469,4333470,2,2
4326177,44803621,1,1
4333146,2110925,3,4
4337741,4216356,1,1
37033731,40765071,3,3
40481382,2313869,2,3
40481382,2787575,3,3
40481382,4250325,2,2
40481382,2722250,2,2
40481382,36717088,3,3
40481382,2787597,3,3
40481382,2788411,3,3
40481383,2106382,1,3
40481382,2786056,3,3
40481382,4334807,2,2
40481382,3654311,2,2
40481382,2786066,2,2
40481382,2786049,3,3
40481382,2786051,2,2
40481382,2786407,3,3
40481382,2788627,3,3
40481382,4196155,2,2
40481382,2616265,3,3
40481382,2313875,2,3
40481382,40491498,3,3
40481382,4307818,2,2
40481382,43021737,3,3
40483561,2110925,2,3
40481382,2313872,2,3
40481382,2786046,2,2
43018571,42894666,1,1
43018887,42894715,1,1
43018887,42894716,1,1
45768345,35614255,6,6
45768345,35614232,6,6
45768345,35614256,6,6
45768345,35614245,6,6
45768345,45772472,3,3
45768345,45763528,4,4
45768345,35614211,5,5
45768345,35614201,5,5
45768345,35614233,6,6
45888098,2722250,2,2
45889354,43527997,1,1
45887872,2108681,1,1
45887872,2108682,1,1
45889687,2722250,1,1
45888982,2514572,3,3
45876069,3021690,2,2
45888982,2514406,4,4
45889255,2313872,1,1
4043161,43531440,6,9
4029714,43531440,4,5
4043161,4333470,6,10
4043176,43533247,6,7
4043176,43531440,5,6
4043176,4333470,5,6
4044875,4333470,5,6
4043161,4161531,5,10
4029714,43533247,5,6
4044875,43533247,4,5
4044875,4161531,6,6
4044875,43531440,3,4
4043161,43533247,7,10
4029714,4333470,6,7
4029714,4161531,7,7
4094683,3661645,7,7
4125501,4161531,6,6
4094683,4270024,5,5
4125501,43533247,5,5
4094683,3661643,7,7
4094683,3661641,7,7
4125501,4333470,6,8
4125501,43531440,4,4
4124396,4333470,7,8
4180004,4333470,6,9
4180004,4161531,7,7
4195288,43531440,4,6
4178367,43533247,6,8
4195288,43533247,5,7
4195288,4333470,7,9
4178367,4161531,5,10
4178367,2106382,3,7
4180004,43533247,5,6
4178367,4333470,8,11
4178367,43531440,5,7
4180004,43531440,4,5
4195288,4161531,6,8
37019017,40217732,1,1
37116489,3661645,6,6
37116489,4270024,4,4
37116489,3661641,6,6
37116489,3661643,6,6
37396230,4161531,4,6
40481382,43533247,4,6
40481382,43531440,3,5
42535258,4161531,4,4
581478,38004358,2,3
374009,4332878,3,3
443784,4178622,5,5
581478,38004356,3,3
436583,4235672,2,2
1004136,3050386,1,1
1004079,3050386,3,3
2815244,2725910,1,1
2809320,2787591,1,1
2815247,2725476,1,1
2852853,2725915,2,2
2854565,2786617,1,1
2839335,2788613,2,2
2852853,2725914,2,2
2848319,2725951,1,1
2846693,2787591,3,3
2859120,2787194,6,6
4003387,42894698,4,4
4003387,42894470,4,4
4003387,42894686,4,4
4003387,2725915,4,4
4003387,37111313,4,4
4003387,2725951,4,4
4003387,42894469,4,4
4003387,43527994,4,4
4003387,2725473,4,4
4003387,42894662,4,4
4003387,42894468,4,4
4003387,42894694,4,4
4001217,2514558,3,4
4003387,2725910,4,4
4003387,42894658,4,4
4003387,2725914,4,4
4028387,40486977,6,6
4003387,2725898,4,4
4003387,2725900,4,4
4003387,42894696,4,4
4001217,4138521,5,5
4003387,4303797,4,4
4003387,44511271,5,5
4003387,4181025,4,4
4003387,2725928,4,4
4003387,2725970,4,4
4001217,4142589,7,7
4017921,4272469,2,2
4003387,42894649,4,4
4017921,4182569,1,1
4003387,2725472,4,4
4003387,42894697,4,4
4003387,42894476,4,4
4003387,42894483,4,4
4003387,42894484,4,4
4003387,42894471,4,4
4003387,42894613,4,4
4003387,42894702,4,4
4003387,42894660,4,4
4001217,2618108,3,3
4003387,2725476,4,4
4003387,4330920,5,5
4042678,42894658,4,5
4042678,2725473,4,5
4098215,2787589,1,1
4042678,2725914,4,5
4079617,35609087,1,1
4042678,3655775,4,4
4042678,42894662,4,5
4046698,42894484,3,3
4098215,2786626,1,1
4098215,2786057,1,1
4042678,42894698,4,5
4046698,2725970,3,3
4042678,42894613,4,5
4042678,42894471,4,5
4046698,42894697,3,3
4079617,35609067,1,1
4046698,2725915,3,3
4079617,35609040,2,2
4046698,42894468,3,3
4079617,4106253,1,1
4046698,2725476,3,3
4042678,2725472,4,5
4085444,2786419,1,1
4046698,42894613,3,3
4042678,42894649,4,5
4042678,42894702,4,5
4042678,2313802,3,3
4046698,42894696,3,3
4042678,2313800,3,4
